Admission grade,Previous qualification (grade),Previous qualification,Mother's qualification,Father's qualification,Displaced,Marital status,Nacionality,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Tuition fees up to date
110.0,110.0,40,37,37,0,1,1,15,14,10.466666666666669,1
139.8,144.0,1,19,19,0,2,1,7,7,12.271428571428572,1
126.1,124.0,1,3,3,1,1,1,5,5,11.4,1
121.0,128.0,1,38,38,1,1,1,6,6,13.5,1
140.0,140.0,3,34,34,1,2,1,5,0,0.0,0
137.5,135.0,1,1,38,1,1,1,0,0,0.0,0
134.8,147.0,1,37,38,1,1,1,7,6,14.016666666666666,1
119.6,122.0,1,19,38,0,1,1,6,4,13.0,0
132.6,141.0,1,38,1,0,1,1,6,6,13.285714285714286,1
126.8,138.0,1,38,37,1,1,1,5,4,11.75,1
126.1,139.0,1,37,38,0,1,1,6,5,12.333333333333334,1
125.0,133.0,1,38,19,1,1,1,5,5,12.8,1
149.8,147.0,1,3,1,1,1,1,12,11,14.272727272727272,1
123.4,136.0,1,37,37,1,1,1,5,5,13.166666666666666,1
131.5,128.0,1,38,38,0,1,1,8,8,12.77125,1
153.8,120.0,1,38,1,0,2,1,7,0,0.0,1
127.9,145.0,1,38,19,1,1,1,6,0,0.0,1
121.0,129.0,1,19,1,0,1,1,6,6,12.833333333333334,1
118.0,120.0,1,38,38,0,1,1,6,6,12.857142857142858,1
155.7,140.0,2,3,3,1,1,1,1,0,0.0,1
120.4,121.0,1,38,38,1,1,1,6,6,12.833333333333334,1
130.0,130.0,3,37,37,0,1,1,15,14,12.428571428571429,1
136.1,141.0,1,34,34,0,1,1,6,6,12.833333333333334,1
109.7,133.1,1,37,37,0,1,1,5,0,0.0,1
128.2,116.0,3,3,3,0,1,1,17,17,10.36842105263158,1
131.7,141.0,1,19,19,1,1,1,7,7,13.605,1
138.7,146.0,1,3,1,0,1,1,5,0,0.0,1
114.6,117.0,1,1,38,0,1,1,6,6,12.142857142857142,1
114.8,110.0,1,4,19,1,1,1,5,0,0.0,0
131.5,136.0,1,1,38,1,1,1,6,6,12.571428571428571,1
119.3,127.0,1,37,37,1,1,1,6,4,10.25,1
134.3,147.0,1,37,37,0,1,1,8,7,12.62857142857143,1
107.5,133.1,1,19,19,0,2,1,6,0,0.0,0
117.7,110.0,1,19,2,1,1,1,0,0,0.0,1
127.3,140.0,1,38,37,0,1,1,5,0,0.0,1
128.6,130.0,1,1,3,1,1,1,7,7,14.728571428571428,1
108.0,108.0,1,37,37,1,1,1,6,4,11.6,1
128.2,133.1,10,12,36,0,1,1,5,0,0.0,0
113.4,133.1,1,37,37,0,2,1,5,1,10.0,1
139.2,136.0,1,37,38,1,1,1,6,6,13.833333333333334,1
136.9,140.0,42,37,37,1,1,1,9,9,12.77777777777778,1
126.5,131.0,1,1,19,1,1,1,7,7,13.875714285714285,1
121.0,135.0,1,37,37,1,1,1,5,5,12.75,1
136.7,147.0,1,3,1,0,1,1,7,7,13.995714285714287,1
119.7,120.0,1,3,19,1,1,1,0,0,0.0,1
130.0,130.0,3,34,34,0,1,1,5,0,0.0,1
127.1,132.0,1,1,19,1,1,1,6,6,12.857142857142858,1
160.0,160.0,39,37,38,0,1,1,6,6,15.333333333333334,1
130.0,130.0,42,1,19,1,1,1,12,11,12.545454545454543,0
160.0,160.0,39,37,37,0,1,1,6,6,13.125,1
131.0,125.0,1,19,19,1,1,1,5,2,10.5,1
110.0,150.0,1,37,37,0,4,1,8,8,11.625,1
123.8,130.0,1,1,1,0,1,1,5,4,12.0,1
140.0,140.0,43,19,1,0,1,1,6,6,14.666666666666666,1
132.8,137.0,1,19,1,0,1,1,6,6,12.833333333333334,1
150.0,150.0,39,4,4,0,1,1,0,0,0.0,1
125.9,122.0,1,37,37,1,1,1,6,6,15.5,1
135.9,131.0,1,1,19,1,1,1,6,6,13.166666666666666,1
140.0,140.0,39,19,19,0,1,1,6,3,10.666666666666666,1
118.9,118.9,6,38,37,1,1,1,7,6,13.55,1
110.0,110.0,3,37,37,0,2,1,13,12,13.416666666666666,1
118.9,121.0,1,1,19,1,1,1,6,6,13.333333333333334,1
122.7,120.0,1,37,1,0,1,1,5,0,0.0,0
141.2,137.0,1,1,1,1,1,1,6,5,11.2,1
136.0,130.0,1,1,1,1,1,1,8,8,12.55375,1
119.8,131.0,1,19,38,1,1,1,5,5,12.6,1
143.1,163.0,1,19,1,0,1,1,0,0,0.0,1
150.0,150.0,39,1,37,1,1,1,6,3,12.666666666666666,0
115.2,125.0,1,1,19,0,1,1,5,0,0.0,1
100.0,128.0,1,1,19,1,1,1,7,7,13.1,1
120.1,125.0,1,1,38,0,1,1,5,5,11.2,1
162.1,160.0,1,4,19,1,1,1,5,5,16.166666666666668,1
108.7,116.0,1,38,38,1,1,1,6,5,11.0,1
114.0,133.1,1,37,19,0,2,1,8,8,11.875,1
118.8,130.0,1,19,37,0,1,1,6,6,14.5,1
124.3,140.0,1,19,19,1,1,1,7,7,14.542857142857144,1
130.5,127.0,1,1,19,1,1,1,5,5,12.8,1
127.3,143.0,1,38,1,1,1,1,7,7,12.217142857142855,1
117.3,125.0,1,1,3,1,1,1,6,6,14.0,1
126.0,137.0,1,38,37,1,1,1,7,7,14.283333333333337,1
130.0,130.0,3,1,37,1,1,1,17,17,13.15,1
119.8,124.0,1,3,38,0,1,1,8,7,13.867142857142856,1
128.0,100.0,19,37,37,1,1,1,6,6,13.166666666666666,1
125.3,133.0,1,38,37,1,1,1,18,18,11.88888888888889,1
122.0,120.0,6,34,34,1,1,1,10,10,12.2,1
149.8,140.0,1,37,37,0,4,1,5,5,13.8,1
102.0,102.0,1,37,37,0,1,1,6,5,11.8,1
150.0,150.0,39,38,37,1,1,1,6,6,13.142857142857142,1
113.5,118.0,1,38,19,1,1,1,7,7,13.175714285714289,1
106.5,133.1,19,37,37,0,1,1,6,6,12.666666666666666,1
118.6,120.0,1,19,19,1,1,1,5,5,10.8,1
120.6,133.1,1,19,19,1,1,1,10,10,12.5,1
150.0,133.1,1,1,37,0,1,1,6,6,14.75,1
112.3,113.0,1,1,38,1,1,1,6,5,11.6,1
104.8,140.0,1,37,37,0,2,1,19,19,12.210526315789474,1
120.0,120.0,39,19,1,1,1,1,7,5,12.2,1
160.0,127.0,1,19,19,0,1,1,7,7,14.528571428571428,1
102.5,133.1,1,19,38,0,1,1,5,0,0.0,0
121.8,134.0,1,1,19,1,1,1,6,6,13.166666666666666,1
160.0,160.0,39,37,19,1,1,1,6,6,15.0,1
135.9,138.0,1,3,1,1,1,1,6,6,14.857142857142858,1
106.8,110.0,1,37,37,0,2,1,5,1,10.0,1
155.2,158.0,1,1,38,0,1,1,5,5,11.8,1
131.7,131.0,1,1,3,1,1,1,6,4,11.75,1
120.3,122.0,1,1,19,1,1,1,5,5,12.6,1
133.9,143.0,1,38,38,0,1,1,7,7,15.014285714285714,1
155.3,129.0,40,3,3,1,1,1,6,5,13.0,1
155.5,120.0,1,37,38,0,2,1,6,5,13.8,1
130.3,146.0,1,2,19,1,1,1,8,8,13.74625,1
127.3,143.0,1,37,37,1,1,1,6,5,11.8,1
126.2,122.0,1,1,1,0,1,1,6,6,14.0,1
120.7,128.0,1,19,1,1,1,1,6,6,11.666666666666666,1
125.0,137.0,1,19,38,1,1,1,7,6,14.616666666666667,1
117.5,115.0,1,1,1,1,1,1,6,4,11.25,1
120.8,128.0,1,1,1,1,1,1,7,7,13.507142857142856,1
131.0,131.0,1,34,34,0,1,1,5,3,13.666666666666666,1
137.0,131.0,1,37,37,0,1,1,5,5,14.0,1
147.5,151.0,1,37,37,1,1,1,0,0,0.0,1
133.7,133.0,1,19,38,1,1,1,6,1,13.0,1
117.4,123.0,1,19,19,1,1,1,6,0,0.0,1
133.8,133.1,12,37,37,1,2,1,5,5,13.6,1
130.0,133.1,1,34,34,0,1,22,6,1,16.0,1
113.3,120.0,1,3,1,0,2,1,6,1,10.0,1
127.0,141.0,1,1,19,0,1,1,6,5,12.4,1
127.3,145.0,1,4,2,1,1,1,8,7,11.69,1
178.3,188.0,1,3,3,1,1,1,0,0,0.0,1
120.0,133.1,1,1,1,0,1,1,5,4,13.5,0
120.0,120.0,40,1,19,0,1,1,5,0,0.0,1
117.2,121.0,1,1,1,0,1,1,6,5,11.2,1
110.3,110.0,1,37,37,0,1,1,5,0,0.0,0
124.5,130.0,1,19,19,0,1,1,11,11,13.818181818181818,1
100.0,100.0,1,1,38,1,1,1,2,2,12.0,1
142.8,141.0,1,19,19,0,1,1,7,7,14.428571428571429,1
121.4,134.0,1,1,1,0,1,1,6,2,12.0,1
140.0,140.0,1,4,4,0,1,1,6,6,13.333333333333334,1
100.0,150.0,1,3,3,1,1,1,5,4,11.5,1
127.3,142.0,1,34,38,0,1,1,6,4,11.0,1
120.7,120.0,1,37,37,0,2,1,5,5,11.0,1
128.2,133.1,19,38,38,0,2,1,6,0,0.0,1
111.0,133.1,1,37,37,0,1,1,5,0,0.0,0
112.6,122.0,1,19,19,0,1,1,6,0,0.0,1
120.9,123.0,1,1,1,1,1,1,6,0,0.0,1
120.0,127.0,1,19,19,0,1,1,6,0,0.0,1
116.9,120.0,1,3,1,1,1,1,6,6,13.5,1
118.8,124.0,1,1,1,0,1,1,6,4,12.25,1
135.8,150.0,1,3,5,0,1,1,5,3,11.0,1
128.5,139.0,1,19,38,1,1,1,8,6,13.066666666666668,1
112.9,122.0,1,3,19,0,1,1,7,7,11.857142857142858,1
150.3,145.0,1,37,37,1,1,1,0,0,0.0,1
120.5,133.1,1,37,29,0,1,1,6,2,11.0,0
126.3,131.0,1,1,1,0,1,1,7,7,12.492857142857144,1
130.0,160.0,1,1,3,0,2,1,5,3,10.666666666666666,0
134.9,131.0,1,19,19,1,1,1,0,0,0.0,1
139.2,140.0,39,1,3,0,1,1,6,6,13.833333333333334,1
107.0,133.1,19,37,37,0,2,1,7,7,12.857142857142858,1
123.0,135.0,1,3,3,1,1,1,7,0,0.0,0
101.0,170.0,15,34,1,0,1,1,6,4,12.0,1
113.4,120.0,1,37,1,1,1,1,6,5,11.857142857142858,1
141.8,145.0,1,3,3,0,1,1,8,8,13.3475,1
127.0,142.0,1,38,38,1,1,1,5,3,12.333333333333334,1
140.0,140.0,1,37,37,0,1,1,6,4,12.0,1
130.0,133.1,1,37,37,0,4,1,7,3,11.833333333333334,1
113.0,133.1,12,37,37,0,2,1,6,3,12.333333333333334,1
101.5,140.0,1,38,37,1,4,1,8,7,12.16,1
130.0,100.0,19,1,19,0,2,1,6,5,13.833333333333334,1
165.2,162.0,1,37,1,1,1,1,5,4,15.75,1
111.1,120.0,1,37,37,0,1,1,5,4,11.0,1
141.0,133.1,1,3,1,1,1,1,0,0,0.0,1
113.9,123.0,1,37,37,1,1,1,6,6,13.166666666666666,1
131.6,140.0,1,1,1,0,1,1,6,6,12.666666666666666,1
123.3,125.0,1,1,38,0,1,1,6,6,11.5,1
147.0,133.0,1,38,38,0,1,1,5,4,13.0,1
162.5,133.1,1,37,37,0,2,1,9,9,14.333333333333334,1
144.7,152.0,1,1,38,0,1,1,6,6,14.5,1
114.2,110.0,39,1,1,0,1,1,0,0,0.0,1
111.9,121.0,1,1,19,1,1,1,6,5,12.0,1
141.4,141.0,1,1,19,1,1,1,0,0,0.0,1
114.6,124.0,1,37,38,1,1,1,6,2,12.0,1
155.0,156.0,1,3,3,0,1,1,6,6,14.285714285714286,1
120.0,120.0,3,1,1,1,1,1,7,0,0.0,0
112.1,133.1,19,19,19,0,1,1,5,0,0.0,0
127.2,131.0,1,1,1,1,1,1,6,6,13.166666666666666,1
131.3,140.0,1,19,19,1,1,1,6,6,13.5,1
134.6,137.0,1,19,19,1,1,1,0,0,0.0,1
118.1,130.0,1,1,1,0,1,1,6,6,12.166666666666666,1
106.3,140.0,1,37,37,0,1,1,5,2,11.5,0
157.5,175.0,1,3,38,1,1,1,6,6,13.166666666666666,1
124.5,133.1,1,37,37,0,1,1,7,5,12.18,0
105.5,110.0,1,19,19,1,1,1,6,6,13.0,1
123.9,126.0,1,19,19,0,1,1,7,6,13.296666666666669,1
125.4,133.1,38,3,1,0,4,1,2,0,0.0,1
108.7,115.0,1,12,1,1,1,1,6,5,11.4,1
122.1,135.0,1,1,38,0,1,1,6,4,11.5,0
137.0,151.0,1,1,38,1,1,1,5,5,13.4,1
117.5,129.0,1,19,37,1,1,1,5,5,13.6,1
117.7,111.0,1,19,19,0,1,1,6,5,10.8,1
120.0,133.1,1,37,37,0,1,1,6,0,0.0,0
129.0,136.0,1,37,19,1,1,1,0,0,0.0,1
127.3,142.0,1,19,19,0,1,1,5,5,11.2,1
120.2,131.0,1,1,37,0,1,1,5,5,13.285714285714286,1
130.2,141.0,1,3,2,1,1,1,6,6,15.75,1
118.3,120.0,1,38,38,0,1,1,5,1,10.0,1
120.0,120.0,3,37,37,0,1,1,5,0,0.0,0
190.0,130.0,40,1,1,1,1,1,7,7,14.757142857142856,1
100.8,140.0,1,37,37,0,1,1,0,0,0.0,1
120.2,131.0,1,1,19,1,1,1,5,4,11.75,1
112.1,118.0,1,37,37,1,1,1,6,4,11.25,1
100.0,133.1,19,37,19,0,2,1,6,3,12.333333333333334,1
121.3,137.0,1,1,19,1,1,1,8,7,15.07,1
179.6,180.0,1,1,1,0,5,1,6,0,0.0,0
114.8,133.1,1,37,1,0,6,1,6,5,12.833333333333334,1
124.4,128.0,1,19,19,0,1,1,6,6,13.0,1
148.5,133.1,1,37,38,0,1,1,6,4,12.25,1
142.5,160.0,1,1,3,1,1,1,6,6,14.0,0
127.8,129.0,1,37,19,1,1,1,8,6,13.78,1
100.0,133.1,40,1,37,0,1,1,9,9,12.333333333333334,1
150.3,133.1,19,37,37,0,2,1,5,5,14.8,1
156.2,167.0,1,19,19,0,1,1,6,6,14.333333333333334,1
169.7,176.0,1,3,38,0,1,1,7,7,16.9,1
120.3,132.0,1,37,37,1,1,1,7,7,13.75,1
118.1,117.0,1,38,19,0,1,1,5,5,11.2,1
100.0,133.1,1,19,22,0,4,100,6,6,12.166666666666666,1
117.0,120.0,1,37,37,1,2,1,6,6,12.833333333333334,1
124.6,140.0,1,1,44,1,1,1,9,3,13.333333333333334,0
120.0,133.1,1,1,1,0,1,1,6,0,0.0,0
150.0,110.0,1,37,37,0,2,1,5,5,12.2,1
120.0,133.1,12,37,37,0,2,1,5,0,0.0,1
114.3,122.0,1,37,37,1,1,1,6,4,11.25,0
114.5,114.0,1,1,1,1,1,1,7,7,13.094285714285714,1
146.9,142.0,1,1,38,1,1,1,6,6,13.0,1
118.9,133.1,1,37,38,0,2,1,7,0,0.0,1
118.0,125.0,1,19,19,1,1,1,5,5,13.6,1
149.7,163.0,1,1,1,1,1,1,0,0,0.0,1
120.4,140.0,1,37,37,0,2,1,5,0,0.0,0
120.0,120.0,40,37,37,0,1,1,5,5,11.6,1
152.8,150.0,1,34,19,1,1,1,5,4,12.75,1
127.0,131.0,1,1,19,0,1,1,8,7,12.514285714285714,1
122.1,128.0,1,19,1,1,1,1,6,5,11.833333333333334,1
118.5,129.0,1,38,38,1,1,1,6,6,10.666666666666666,1
137.9,161.0,1,37,37,0,1,22,6,6,12.5,0
117.8,122.0,1,12,19,1,1,1,5,5,13.5,1
141.4,121.0,1,37,19,0,2,1,5,4,11.25,0
130.8,136.0,1,3,3,0,1,1,7,7,14.05714285714286,1
129.5,136.0,1,19,19,1,1,1,7,7,15.155555555555557,1
170.0,170.0,40,1,1,0,1,1,7,7,16.885714285714283,1
134.8,149.0,1,19,1,0,1,1,8,8,14.445,1
101.0,150.0,1,19,37,0,2,1,5,3,10.666666666666666,0
130.0,130.0,3,19,38,0,1,1,8,8,13.22,1
120.5,146.0,1,37,37,0,2,1,6,6,14.833333333333334,1
128.0,135.0,1,19,19,1,1,1,7,7,14.44142857142857,1
130.0,133.1,3,9,9,0,1,1,11,10,11.8,1
120.0,133.1,19,1,19,0,1,1,6,2,11.5,0
125.5,136.0,1,19,38,1,1,1,7,6,14.033333333333331,1
140.0,140.0,1,19,1,1,1,26,6,6,11.5,0
119.8,117.0,1,1,2,1,1,1,5,2,11.0,1
130.0,130.0,39,1,3,1,1,1,6,2,11.333333333333334,0
127.3,129.0,1,19,19,1,1,1,7,6,12.633333333333333,1
100.0,133.1,1,19,19,0,1,1,6,0,0.0,1
131.0,133.1,1,1,1,1,1,1,6,3,11.0,1
116.1,122.0,1,1,1,1,1,1,5,4,12.25,1
125.8,133.1,1,3,5,1,1,1,4,0,0.0,0
140.0,140.0,3,3,3,0,1,1,7,3,12.666666666666666,0
124.1,123.0,1,19,37,1,1,1,5,5,14.0,1
103.0,133.1,12,37,37,0,2,1,6,0,0.0,1
